Rank,City,Cost_of_Living_Index,Rent_Index,Cost_of_Living_Plus_Rent_Index,Groceries_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Year
NA,"Edinburgh, United Kingdom",61.4,32.5,47.5,47.5,71.1,96.3,2023
NA,"Windsor, Canada",61.3,29.7,46.2,54.5,60.3,108.3,2023
NA,"Turin, Italy",61.2,18.7,40.8,53.9,59.1,68.1,2023
NA,"Newcastle upon Tyne, United Kingdom",61,28.1,45.2,49.8,68.3,88.1,2023
NA,"Leipzig, Germany",60.9,18.9,40.8,48.6,51.8,94.5,2023
NA,"Norwich, United Kingdom",60.9,29,45.6,46.7,75.4,85.9,2023
NA,"Limassol, Cyprus",60.7,40.4,51,47.7,61.7,52.7,2023
NA,"Knoxville, TN, United States",60.7,33.9,47.9,57.7,57.3,144.4,2023
NA,"Al Khobar, Saudi Arabia",60.7,11.6,37.2,48.3,45.5,117.7,2023
NA,"Southampton, United Kingdom",60.6,27.9,45,47,61.4,99.7,2023
NA,"Essen, Germany",60.6,20.1,41.2,47,54.1,121.4,2023
NA,"Nuremberg, Germany",59.9,21.2,41.4,47.7,52.9,121.9,2023
NA,"Athens, Greece",59.8,16.3,39,46.4,55.1,42.4,2023
NA,"Exeter, United Kingdom",59.8,28.5,44.8,45.5,63.2,88.6,2023
NA,"Sheffield, United Kingdom",59.8,25.6,43.4,46.8,58.6,86.4,2023
NA,"Doha, Qatar",59.6,51.5,55.7,47.7,57.5,101,2023
NA,"Tallinn, Estonia",59.6,19.7,40.5,44.3,61.5,60.5,2023
NA,"Aachen, Germany",59.4,19.2,40.1,50.1,52.1,124.8,2023
NA,"Montevideo, Uruguay",59.3,18,39.5,47.7,56.4,41.9,2023
NA,"Portsmouth, United Kingdom",59.1,28.3,44.3,51.5,60.5,115.9,2023
NA,"Cardiff, United Kingdom",59.1,30.6,45.4,47,68.2,82.1,2023
NA,"Suzhou, China",59,27.2,43.7,70.8,39.4,28.4,2023
NA,"Coventry, United Kingdom",58.8,23,41.7,45.3,51.3,139.2,2023
NA,"Barcelona, Spain",58.7,29.9,44.9,45.3,60.8,74.1,2023
NA,"Dresden, Germany",58.6,17.9,39.1,45.6,50.8,113,2023
NA,"Aberdeen, United Kingdom",58.6,21.1,40.6,46.7,66.5,112.5,2023
NA,"Birmingham, United Kingdom",58.2,30,44.7,46.7,57.3,107.9,2023
NA,"Shiraz, Iran",57.6,21.4,40.2,64.3,32.5,13.9,2023
NA,"Taipei, Taiwan",57.6,20.6,39.8,66,33.8,78.2,2023
NA,"Naples, Italy",57.5,17.8,38.5,46.4,57.3,67.2,2023
NA,"Kingston, Jamaica",57.3,17.7,38.3,58.4,39.4,26.2,2023
NA,"Dundee, United Kingdom",57.1,22.2,40.4,47.9,60.9,95.3,2023
NA,"Bilbao, Spain",57.1,26.3,42.3,50.3,54.5,79.6,2023
NA,"Ramallah, Palestine",57,12.5,35.6,47.6,48,43.9,2023
NA,"Leicester, United Kingdom",57,23.8,41,43.7,64.6,106.4,2023
NA,"Port of Spain, Trinidad And Tobago",56.7,16.5,37.5,50.8,63.1,34.4,2023
NA,"New Taipei City, Taiwan",56.6,18.6,38.4,72,24,64.6,2023
NA,"Palermo, Italy",56.1,13.7,35.8,46,48.9,63.6,2023
NA,"Abu Dhabi, United Arab Emirates",55.9,43.3,49.9,44.2,55.8,114.8,2023
NA,"Thessaloniki, Greece",55.8,12.7,35.2,43.1,51.2,40.9,2023
NA,"Male, Maldives",55.7,26.2,41.6,49.8,33.4,34.2,2023
NA,"Nicosia, Cyprus",55.7,19.3,38.2,45.9,54.9,63.8,2023
NA,"Riga, Latvia",54.9,13.1,34.9,42.5,50.3,54.3,2023
NA,"Prague, Czech Republic",54.6,27.1,41.4,46.5,42.4,69.9,2023
NA,"Havana, Cuba",54.6,18,37.1,45.5,41.8,1.6,2023
NA,"Madrid, Spain",54.5,29.5,42.5,43.5,53.3,85.7,2023
NA,"Palma de Mallorca, Spain",54.2,24.7,40.1,41.7,54.3,69,2023
NA,"Ljubljana, Slovenia",54.1,20.8,38.1,46,45.2,62.3,2023
NA,"Riyadh, Saudi Arabia",53.5,17.6,36.3,43.4,41.9,101.5,2023
NA,"Heraklion, Greece",53.2,12.5,33.7,40.7,43,38.2,2023
NA,"Zadar, Croatia",53.2,14,34.4,45.4,50.4,39.1,2023
NA,"Catania, Italy",52.9,13.5,34,42.4,50.4,55.8,2023
NA,"Larissa, Greece",52.9,9.7,32.2,40.7,48.8,45.7,2023
NA,"Tartu, Estonia",52.7,14,34.2,44.1,52.2,64.1,2023
NA,"Jeddah (Jiddah), Saudi Arabia",52.4,13.4,33.7,42.9,40.9,85.7,2023
NA,"Dubrovnik, Croatia",51.8,12.3,32.9,38.4,53.4,46.7,2023
NA,"Vilnius, Lithuania",51.6,20.8,36.9,41.5,52,59.5,2023
NA,"Lisbon, Portugal",51.5,32.7,42.5,40.8,51.1,45.4,2023
NA,"Valencia, Spain",51.4,22.7,37.6,45.3,50.5,71.3,2023
NA,"Pamplona, Spain",51.2,21.3,36.9,45.9,50.7,120.4,2023
NA,"Manama, Bahrain",51.2,26.8,39.5,38.3,47.3,89.5,2023
NA,"Zagreb, Croatia",51,15.8,34.1,42.8,45.1,56.5,2023
NA,"Panama City, Panama",50.4,24.4,37.9,48.5,44.8,36.3,2023
NA,"Oviedo, Spain",50.4,14.4,33.1,43.2,47.7,105.2,2023
NA,"Bratislava, Slovakia",50.4,19.5,35.6,43.8,43,60.6,2023
NA,"Alicante, Spain",50.2,18.8,35.1,39.9,51,71.3,2023
NA,"San Jose, Costa Rica",50.1,18.2,34.8,46.9,46.1,40.9,2023
NA,"Muscat, Oman",50,18.1,34.7,43.4,43.9,90,2023
NA,"Seville (Sevilla), Spain",49.9,17.5,34.4,44.6,43.7,78.8,2023
NA,"Granada, Spain",49.8,16.9,34.1,41.9,48.2,93.4,2023
NA,"Bangkok, Thailand",49.8,22.8,36.9,48.7,25.2,29.5,2023
NA,"Paphos, Cyprus",49.8,20.9,35.9,39.6,48.8,58.4,2023
NA,"Santo Domingo, Dominican Republic",49.8,19.7,35.4,41,38.2,21.3,2023
NA,"Kaohsiung, Taiwan",49.3,11.2,31.1,57.5,24.6,67.5,2023
NA,"Malaga, Spain",49.3,21.9,36.2,39.4,46.2,85.7,2023
NA,"Vladivostok, Russia",49,18.3,34.3,43.3,35.7,34.8,2023
NA,"Ad Dammam, Saudi Arabia",48.8,11,30.7,42,36.7,100,2023
NA,"Amman, Jordan",48.7,9.8,30.1,39.6,43.1,35.6,2023
NA,"Brno, Czech Republic",48.5,19.4,34.6,39.6,36.6,71.3,2023
NA,"Porto, Portugal",48.3,23,36.1,39,40.9,49.6,2023
NA,"Kaunas, Lithuania",48.2,13.4,31.5,39.3,45.5,62.4,2023
NA,"Olomouc, Czech Republic",47.8,15.4,32.3,41.9,33.8,69.9,2023
NA,"Phnom Penh, Cambodia",47.7,19.8,34.3,45.2,29.5,14.9,2023
NA,"Plzen, Czech Republic",47.7,13.3,31.2,38.7,37.8,79.2,2023
NA,"Ostrava, Czech Republic",47.7,14,31.6,39.7,36.4,74.1,2023
NA,"Shanghai, China",47.7,36.6,42.3,49.4,36.7,59.7,2023
NA,"Maribor, Slovenia",47.6,13.2,31.1,41,38.3,72.2,2023
NA,"Kuwait City, Kuwait",47.5,28.1,38.2,33,42.9,83,2023
NA,"Murcia, Spain",47.5,24.1,36.2,35.9,50.5,63.2,2023
NA,"Las Palmas de Gran Canaria, Spain",47.3,20.7,34.5,41.7,40.4,60.2,2023
NA,"Dakar, Senegal",47.2,22.2,35.2,38.4,46,21.4,2023
NA,"Sharjah, United Arab Emirates",47,78.4,62.1,37.2,33.6,41.9,2023
NA,"Santiago, Chile",46.8,16,32,43,45.2,34.7,2023
NA,"Cascais, Portugal",46.7,32.5,39.9,35,47.4,48.6,2023
NA,"Santa Cruz de Tenerife, Spain",46.7,18.7,33.3,40.1,43.9,71,2023
NA,"Kosice, Slovakia",46.3,15.4,31.5,40.2,35.3,52,2023
NA,"Georgetown, Guyana",46.3,10.2,29,47.9,38.7,25.3,2023
NA,"Beijing, China",46.2,35,40.9,45.1,31.7,63.3,2023
NA,"Moscow, Russia",46.2,25.9,36.5,36.1,49.8,58.8,2023
NA,"Sofia, Bulgaria",46.2,12.9,30.2,40.5,43.1,57.9,2023
NA,"Rijeka, Croatia",45.9,12.7,30,40.1,41.6,50.8,2023
NA,"Split, Croatia",45.6,12.8,29.9,39.8,41.1,57,2023
NA,"Zaragoza (Saragossa), Spain",45.5,17.7,32.2,37.8,42.7,83.9,2023
NA,"Funchal, Portugal",45.3,22.6,34.5,33.2,38.5,54,2023
NA,"Budapest, Hungary",45.3,14.5,30.6,40.5,36.9,55.2,2023
NA,"San Salvador, El Salvador",45.3,16.9,31.7,43.9,36.6,24,2023
NA,"Klaipeda, Lithuania",45.1,11.4,29,36.1,40.2,64.6,2023
NA,"Makati, Philippines",45.1,27.4,36.6,42.6,28.7,20.2,2023
NA,"Saint Petersburg, Russia",44.8,16.9,31.4,35.3,41.4,46,2023
NA,"Vigo, Spain",44.5,16.3,31,36.1,44.1,76.1,2023
NA,"Addis Ababa, Ethiopia",44.2,17.8,31.6,34.9,27.5,10.4,2023
NA,"Shenzhen, China",44.1,22.4,33.7,46.8,29.6,80.9,2023
NA,"Warsaw, Poland",44,24.1,34.5,35.1,41.6,62.6,2023
NA,"Coimbra, Portugal",43.7,14.2,29.6,35.6,36.1,51.7,2023
NA,"Guatemala City, Guatemala",43.4,15.8,30.2,40.9,33.6,24.3,2023
NA,"Bucharest, Romania",43.2,13.1,28.8,35.7,44.2,55.5,2023
NA,"Abidjan, Ivory Coast",43,17,30.6,35.7,28.5,7.4,2023
NA,"Braga, Portugal",43,17.4,30.7,36.2,36.7,56.9,2023
NA,"Aveiro, Portugal",42.9,16.6,30.3,36.5,34.9,48,2023
NA,"Leiria, Portugal",42.8,18.4,31.1,31.3,36.6,81.6,2023
NA,"Caracas, Venezuela",42.6,12.3,28.1,37.5,44.6,11,2023
NA,"Belgrade, Serbia",42.4,18,30.7,34.7,37.3,37.7,2023
NA,"Monterrey, Mexico",42.2,17.1,30.2,39.4,42,55.5,2023
NA,"Yekaterinburg, Russia",42,11.1,27.2,36.6,35.4,59,2023
NA,"Phuket, Thailand",42,15.2,29.2,42,27.6,27.7,2023
NA,"Yerevan, Armenia",41.7,25.5,33.9,35.3,36.5,26.1,2023
NA,"Budva, Montenegro",41.6,22.6,32.5,31.6,39.6,30.8,2023
NA,"Osijek, Croatia",41.5,8.9,25.9,35.3,30.6,54.6,2023
NA,"Tbilisi, Georgia",41.5,22.8,32.5,34.6,41.7,24.7,2023
NA,"Cluj-Napoca, Romania",41.3,12.7,27.6,35.6,36.8,53.5,2023
NA,"Tijuana, Mexico",41.3,17.1,29.7,33.1,44.5,45.7,2023
NA,"Harare, Zimbabwe",41.3,13.6,28,34.3,34,16.9,2023
NA,"Sao Paulo, Brazil",41.2,14.8,28.6,35.4,34.4,26.1,2023
NA,"Hangzhou, China",41.2,15.3,28.8,47.8,29.4,61.6,2023
NA,"Krakow (Cracow), Poland",41.2,17.1,29.6,32.5,37.5,68.8,2023
NA,"Wroclaw, Poland",41.1,17.3,29.7,31.8,37,60.3,2023
NA,"Novosibirsk, Russia",41.1,11.2,26.8,34.6,38.5,36,2023
NA,"Tirana, Albania",41,11.9,27.1,34.3,32,30.1,2023
NA,"Constanta, Romania",41,11.4,26.8,33.6,36.5,40.8,2023
NA,"Mexico City, Mexico",40.8,20.7,31.2,39.2,38.5,38.1,2023
NA,"Quezon City, Philippines",40.6,10.9,26.4,39.4,21.8,20.2,2023
NA,"Gdynia, Poland",40.5,16.1,28.8,31.3,37.8,56.6,2023
NA,"Johannesburg, South Africa",40.5,13.7,27.6,32.3,35.1,94.5,2023
NA,"Varna, Bulgaria",40.1,9.7,25.5,34.4,34,50.6,2023
NA,"Kazan, Russia",40,11,26.1,34,33.6,37,2023
NA,"Kuching, Malaysia",39.9,11.2,26.1,42,20.7,28.5,2023
NA,"Krasnodar, Russia",39.9,8.6,24.9,30.9,46,37.7,2023
NA,"Cancun, Mexico",39.6,15,27.8,37.9,39.9,39.7,2023
NA,"Gdansk, Poland",39.6,17.4,28.9,31.5,34.2,66.7,2023
NA,"Puebla, Mexico",39.5,9.9,25.3,39.6,32.9,35.3,2023
NA,"Katowice, Poland",39.5,11.9,26.3,31.5,33.4,67.7,2023
NA,"Pattaya, Thailand",39.4,12,26.3,39.9,23.8,26.1,2023
NA,"Szeged, Hungary",39.1,8.7,24.5,37,29.1,52,2023
NA,"Chengdu, China",38.9,11.7,25.9,42.4,24.5,53.4,2023
NA,"Brasov, Romania",38.9,10.7,25.4,33.3,34.2,48.4,2023
NA,"Lagos, Nigeria",38.8,56,47,39.5,33.1,7.6,2023
NA,"Merida, Mexico",38.7,12.6,26.2,40.1,36.2,34.5,2023
NA,"Kuala Lumpur, Malaysia",38.7,12.9,26.4,40.2,24.5,84.6,2023
NA,"Kaliningrad, Russia",38.7,9.4,24.7,34,35.2,37.3,2023
NA,"Voronezh, Russia",38.7,7.5,23.7,31.7,40.9,41.7,2023
NA,"Sarajevo, Bosnia And Herzegovina",38.6,7.6,23.7,32.6,27.1,53.4,2023
NA,"Bialystok, Poland",38.6,12.4,26.1,31.3,31,55.4,2023
NA,"Guangzhou, China",38.4,16.5,27.9,38.5,27.4,74.7,2023
NA,"Plovdiv, Bulgaria",38.4,8.2,23.9,34.9,33.4,50,2023
NA,"Szczecin, Poland",38.3,14.2,26.7,32.2,33.5,61.6,2023
NA,"Samara, Russia",38.2,9.6,24.5,30.2,39.2,37.9,2023
NA,"Guayaquil, Ecuador",38.2,11.3,25.3,32.1,29.8,40.5,2023
NA,"Cuenca, Ecuador",38.2,11.2,25.3,35.8,28.8,31.7,2023
NA,"Podgorica, Montenegro",38.2,10.2,24.8,33.3,28.4,45.2,2023
NA,"Rio de Janeiro, Brazil",38.2,11.3,25.3,30.8,29.6,23.2,2023
NA,"Nizhny Novgorod, Russia",37.9,10.1,24.6,31.5,34.8,41.3,2023
NA,"Manila, Philippines",37.9,18.7,28.7,36.5,24.8,24.8,2023
NA,"Poznan, Poland",37.8,14.1,26.4,30.9,34.1,62.7,2023
NA,"Chiang Mai, Thailand",37.7,10.8,24.8,44.2,16.7,32.2,2023
NA,"Brasilia, Brazil",37.7,11,24.9,30.8,30.5,41.4,2023
NA,"Pretoria, South Africa",37.7,12.4,25.6,29.7,32.2,92.9,2023
NA,"Queretaro (Santiago de Querétaro), Mexico",37.6,12.1,25.4,37.4,34.6,54.4,2023
NA,"Gaborone, Botswana",37.6,9.1,23.9,31.8,40.7,51.5,2023
NA,"Guadalajara, Mexico",37.4,15.5,26.9,38.3,33.6,47.7,2023
NA,"Burgas, Bulgaria",37.4,9.4,24,33.2,34.3,51,2023
NA,"Oradea, Romania",37.3,7.8,23.1,33.8,37.3,39.2,2023
NA,"Ufa, Russia",37.3,9.7,24.1,32,32.4,39.4,2023
NA,"Ho Chi Minh City, Vietnam",37.2,15.6,26.9,37.3,19.7,30.1,2023
NA,"Novi Sad, Serbia",37.2,11.6,24.9,31.6,29,42,2023
NA,"Perm, Russia",37.2,8.3,23.4,32.8,36,38.1,2023
NA,"Cape Town, South Africa",37.2,20.4,29.2,30.5,35,75.2,2023
NA,"Minsk, Belarus",37.1,11.5,24.9,32.1,40.3,37.6,2023
NA,"Puerto Vallarta, Mexico",37.1,21.8,29.8,34.5,33.7,25,2023
NA,"Khartoum, Sudan",37,11.9,24.9,37.4,25.2,10,2023
NA,"Durban, South Africa",37,12,25,28.4,34.6,77.1,2023
NA,"Lodz, Poland",36.9,12.9,25.4,28.6,31.5,62.1,2023
NA,"Skopje, North Macedonia",36.8,7.8,22.9,31.3,28.2,36.7,2023
NA,"Penang, Malaysia",36.8,9,23.5,40.4,19.4,64.8,2023
NA,"Yangon, Myanmar",36.8,24.2,30.7,39.3,22.2,28.6,2023
NA,"Timisoara, Romania",36.7,9.9,23.9,31,32.5,56.4,2023
NA,"Banja Luka, Bosnia And Herzegovina",36.6,7.3,22.6,31.4,24.9,43.3,2023
NA,"Iasi, Romania",36.6,9.5,23.6,30.6,32.5,51.2,2023
NA,"Rostov-na-donu, Russia",36.6,11.7,24.7,32,33.6,35.8,2023
NA,"Cebu, Philippines",36.5,11.8,24.7,38.2,21.3,18.8,2023
NA,"Hanoi, Vietnam",36.4,11.4,24.4,36.4,18.9,37.5,2023
NA,"Campinas, Brazil",36.3,8.9,23.2,28.3,29.4,42.5,2023
NA,"Florianopolis, Brazil",36.3,10.4,23.9,30,30.2,28.5,2023
NA,"Suva, Fiji",36.2,17.7,27.3,37.3,30.2,89.4,2023
NA,"Quito, Ecuador",36,10.5,23.8,32.3,31.2,33.8,2023
NA,"Bursa, Turkey",35.9,5.6,21.4,24.8,30.4,26.2,2023
NA,"Nanjing, China",35.9,14.1,25.5,38.7,21.4,72,2023
NA,"Petaling Jaya, Malaysia",35.8,11.1,24,36.7,25.6,64.5,2023
NA,"Lima, Peru",35.8,14.8,25.7,32.7,25.8,33,2023
NA,"Debrecen, Hungary",35.7,9.6,23.2,31.6,29.3,53.2,2023
NA,"Tuzla, Bosnia And Herzegovina",35.5,5.8,21.3,30,23.9,41.3,2023
NA,"Lublin, Poland",35.4,12.2,24.3,29.1,29.2,60.9,2023
NA,"Craiova, Romania",35.1,7.6,21.9,29,29.6,50,2023
NA,"Jakarta, Indonesia",35.1,14.9,25.4,37.3,20.5,33,2023
NA,"Erbil (Irbil), Iraq",35.1,12,24,27.8,31.4,46.2,2023
NA,"La Paz, Bolivia",35.1,8.1,22.1,31.3,23.5,38,2023
NA,"Batumi, Ajara, Georgia",35,15,25.4,34.4,30.4,29.9,2023
NA,"Sibiu, Romania",34.7,8.4,22.1,29.6,30.3,48.5,2023
NA,"Nairobi, Kenya",34.6,11.6,23.6,32.5,27.7,32.5,2023
NA,"Istanbul, Turkey",34.6,15.8,25.6,28.1,27.1,28.5,2023
NA,"Belo Horizonte, Brazil",34.5,7.9,21.8,28.2,25.3,24.1,2023
NA,"Sao Jose dos Campos, Brazil",34.5,8.2,21.9,29.4,26.7,33.9,2023
NA,"Windhoek, Namibia",34.3,12.4,23.8,30.1,36.3,41,2023
NA,"Curitiba, Brazil",34.3,8,21.7,28.9,26.2,37.6,2023
NA,"Porto Alegre, Brazil",34.1,8.7,21.9,28.6,25.3,29.5,2023
NA,"Chisinau, Moldova",33.9,9.4,22.2,28,28.3,35.1,2023
NA,"Recife, Brazil",33.8,6.7,20.8,28.5,24.2,35.1,2023
NA,"Marrakech, Morocco",33.3,9.2,21.7,25.8,29.1,27.1,2023
NA,"Tehran, Iran",33.2,18.3,26.1,23.9,24.3,18.9,2023
NA,"Nis, Serbia",33.2,6.8,20.5,26.1,27.2,43.6,2023
NA,"Santa Cruz, Bolivia",33.1,9.6,21.8,26.3,29.8,34.5,2023
NA,"Casablanca, Morocco",33,11.3,22.6,27.3,22.7,34.9,2023
NA,"Baghdad, Iraq",32.9,11.5,22.7,26.4,28.2,38.1,2023
NA,"Kampala, Uganda",32.9,11.3,22.5,28.2,23.2,12.2,2023
NA,"Ulaanbaatar, Mongolia",32.8,9.3,21.5,32.2,26.4,24.7,2023
NA,"Qingdao, Shandong, China",32.7,8.9,21.3,35.9,21.9,75.9,2023
NA,"Isfahan (Esfahan), Iran",32.2,12.6,22.8,18.7,16.1,18.8,2023
NA,"Rabat, Morocco",32.1,12.2,22.6,28,23.4,32.3,2023
NA,"Buenos Aires, Argentina",31.6,9,20.8,25.7,27.3,33.4,2023
NA,"Algiers, Algeria",31.4,6.2,19.3,33,18.3,24.6,2023
NA,"Bandung, Indonesia",31.4,6.1,19.3,32.6,14.6,25.2,2023
NA,"Dar es Salaam, Tanzania",31.2,12.2,22.1,27.4,20.3,20.1,2023
NA,"Baku, Azerbaijan",30.9,8.9,20.4,26.7,29.6,34.4,2023
NA,"Almaty, Kazakhstan",30.9,17.3,24.4,27,30.4,35.7,2023
NA,"Kiev (Kyiv), Ukraine",30.8,12.3,21.9,25.8,26.6,38.9,2023
NA,"Tunis, Tunisia",30.7,6.4,19,28.3,16.4,23.8,2023
NA,"Kigali, Rwanda",30.6,15.1,23.2,26.3,27.4,30,2023
NA,"Surabaya, Indonesia",30,6.5,18.7,30.8,13.4,29.5,2023
NA,"Pristina, Kosovo (Disputed Territory)",29.9,9.4,20,25.5,23.3,39.4,2023
NA,"Damascus, Syria",29.6,7,18.8,28,20.9,4.5,2023
NA,"Asuncion, Paraguay",29.6,9.9,20.2,24.8,22.4,29,2023
NA,"Dhaka, Bangladesh",29.6,4.5,17.6,27.8,18,25.9,2023
NA,"Astana (Nur-Sultan), Kazakhstan",29.4,11.9,21,26.7,26.5,47.3,2023
NA,"Antalya, Turkey",29.3,14.5,22.2,22.8,22.1,24.5,2023
NA,"Izmir, Turkey",29.1,6.9,18.5,24.8,19.8,28.6,2023
NA,"Tashkent, Uzbekistan",29.1,12.8,21.3,26.9,25.2,25.7,2023
NA,"Agadir, Morocco",29,4.9,17.5,25.1,26.3,33.4,2023
NA,"Tangier, Morocco",29,8.4,19.1,27.1,19.7,35.9,2023
NA,"Ankara, Turkey",28.7,7.2,18.4,24.3,20.4,34.4,2023
NA,"Accra, Ghana",28.6,15.7,22.4,28.1,26.4,19.1,2023
NA,"Mersin, Turkey",28.2,5.7,17.4,20.9,18.1,27.6,2023
NA,"Mashhad, Iran",28.1,13.3,21,18.7,23,24.4,2023
NA,"Colombo, Sri Lanka",27.6,7,17.7,35.4,12.6,15.6,2023
NA,"Eskisehir, Turkey",27.5,4.6,16.6,23,16.2,29.8,2023
NA,"Gurgaon, India",27.5,7.8,18,27.7,22.1,78.9,2023
NA,"Kocaeli, Turkey",27.3,5.7,16.9,22.6,15.8,39.6,2023
NA,"Kathmandu, Nepal",27.2,5.1,16.6,24.6,21,20,2023
NA,"Dnipro, Ukraine",27.1,8.9,18.4,22.7,24,35.2,2023
NA,"Tripoli, Libya",26.8,6.7,17.2,24.2,26.7,29.4,2023
NA,"Bishkek, Kyrgyzstan",26.7,9.9,18.7,24.6,23.4,24.9,2023
NA,"Odessa (Odesa), Ukraine",26.6,7.1,17.2,22.8,22.1,32.9,2023
NA,"Noida, India",26.5,5,16.2,25.6,23.1,75.1,2023
NA,"Lviv, Ukraine",26.2,9.5,18.2,22.3,19.7,42.1,2023
NA,"Chittagong, Bangladesh",26,3.4,15.2,23.6,17.6,27.2,2023
NA,"Mumbai, India",25.7,17,21.5,25.7,21.7,46.6,2023
NA,"Bangalore, India",25.7,7.9,17.2,26.5,19.8,96,2023
NA,"Navi Mumbai, India",25.4,10.1,18.1,26.9,19.2,91.9,2023
NA,"Hyderabad, India",25.1,5.7,15.8,27,17.6,56.4,2023
NA,"Delhi, India",25,7.4,16.6,23.2,23.5,60.8,2023
NA,"Medellin, Colombia",24.9,8.3,17,23.2,18.3,34.4,2023
NA,"Cartagena, Colombia",24.7,11.8,18.5,22,17.9,30.2,2023
NA,"Bogota, Colombia",24.5,9.3,17.2,23.2,17.9,28.9,2023
NA,"Kharkiv, Ukraine",24.5,8.7,16.9,20.8,19.4,39.3,2023
NA,"Konya, Turkey",24.4,3.4,14.4,19.6,15.4,34.7,2023
NA,"Adana, Turkey",24.3,3.7,14.4,19.3,16.1,34.9,2023
NA,"Ahmedabad, India",24.1,11.5,18.1,25.2,17.4,38.9,2023
NA,"Cairo, Egypt",24.1,5.6,15.2,21,20.9,22.9,2023
NA,"Pune, India",24,6.6,15.7,24.7,19.5,84.5,2023
NA,"Patna, India",23.9,4.7,14.7,25.1,16.4,37.8,2023
NA,"Guwahati, India",23.8,3.8,14.2,24.1,19.1,57.2,2023
NA,"Chandigarh, India",23.8,5.3,14.9,22.3,19.5,70.4,2023
NA,"Cali, Colombia",23.4,5.3,14.7,21.1,17.3,39.4,2023
NA,"Barranquilla, Colombia",23.4,6.3,15.2,21.5,17,32.3,2023
NA,"Chennai, India",23.3,5.7,14.8,24.7,16.4,62.5,2023
NA,"Lucknow (Lakhnau), India",22.5,4.1,13.7,21.5,16.1,69,2023
NA,"Indore, India",22.4,4,13.6,23.4,15.1,64.1,2023
NA,"Bhubaneswar, India",22.3,4.3,13.7,23.4,14.2,71.6,2023
NA,"Vadodara, India",22.3,3.1,13.1,22,18.7,44.9,2023
NA,"Kolkata, India",22.2,5.1,14,23.4,15.7,64.2,2023
NA,"Jaipur, India",22.1,5,13.9,22.4,14.7,53.4,2023
NA,"Kochi, India",21.5,5.1,13.6,23.6,12.1,80.6,2023
NA,"Alexandria, Egypt",21.3,4,13,18.7,20.2,20,2023
NA,"Coimbatore, India",21.3,4.5,13.2,23.4,12.2,50,2023
NA,"Thiruvananthapuram, India",21,3.8,12.7,21.1,14.1,95.6,2023
NA,"Bhopal, India",20.9,2.6,12.1,21.3,15.1,61.2,2023
NA,"Lahore, Pakistan",20.7,3.7,12.5,17,16.5,22,2023
NA,"Giza, Egypt",20.6,3,12.2,18.5,15.6,23.6,2023
NA,"Karachi, Pakistan",19.8,3.9,12.2,17.5,14.3,22.4,2023
NA,"Islamabad, Pakistan",19.7,5.6,12.9,16.3,14.9,28,2023
NA,"Bucaramanga, Colombia",19.6,4.6,12.4,16.1,13.6,31.3,2023
NA,"Rawalpindi, Pakistan",16.4,2.9,9.9,14.7,12.5,27.9,2023
NA,"Faisalabad, Pakistan",16.1,2.8,9.7,12,10.5,32.5,2023
NA,"Multan, Pakistan",15.6,2.5,9.3,15.1,11,21.9,2023
NA,"Peshawar, Pakistan",15.1,1.6,8.6,13,11,27.6,2023
NA,"Hamilton, Bermuda",137,89,113.9,145.1,135.5,87.4,2024
NA,"Zurich, Switzerland",122.2,64.6,94.5,126.5,113.2,131.3,2024
NA,"Basel, Switzerland",121.8,53,88.7,136,111.3,123.4,2024
NA,"Lausanne, Switzerland",117.9,45.7,83.1,122.1,110.2,107.8,2024
NA,"San Jose, CA, United States",114.8,81.6,98.8,102.1,119,98.1,2024
NA,"Geneva, Switzerland",109.6,67.7,89.4,111.1,111.1,111.5,2024
NA,"San Francisco, CA, United States",109.3,89.9,100,113.1,95.4,107.5,2024
NA,"Bern, Switzerland",107.6,41.5,75.8,106.4,92.5,133.4,2024
NA,"Washington, DC, United States",102.6,79.3,91.4,93.7,103,111.6,2024
NA,"New York, NY, United States",100,100,100,100,100,100,2024
NA,"Seattle, WA, United States",99.7,71.9,86.3,90.4,95,122,2024
NA,"Atlanta, GA, United States",95.3,55.2,76,89.7,92.8,108.9,2024
NA,"Honolulu, HI, United States",95,55.9,76.2,106.5,79.8,84.3,2024
NA,"Los Angeles, CA, United States",92.5,74.3,83.7,85.1,95.2,112.3,2024
NA,"San Diego, CA, United States",89.7,78.8,84.5,78.1,88.3,94.6,2024
NA,"Sacramento, CA, United States",89.7,57.4,74.2,92.2,70.3,105.8,2024
NA,"Boston, MA, United States",89.5,72.2,81.1,91.5,87.7,113.4,2024
NA,"Reykjavik, Iceland",89.4,43.6,67.3,90.1,96.4,82,2024
NA,"Portland, OR, United States",89.1,50.1,70.3,87.9,78.2,92,2024
NA,"Houston, TX, United States",88.2,50.4,70,79.2,77.4,112.5,2024
NA,"Canberra, Australia",87.8,41.6,65.5,80.1,109.7,63.6,2024
NA,"Chicago, IL, United States",86.5,61,74.2,89.2,81.2,109,2024
NA,"Trondheim, Norway",86.3,29.6,59,77.5,91.1,93.8,2024
NA,"Bergen, Norway",85.2,27.5,57.4,82.9,84.2,80.2,2024
NA,"Eugene, OR, United States",84.2,43.6,64.6,87.2,74.7,88.8,2024
NA,"Denver, CO, United States",82.8,55.3,69.6,80.9,74,103.8,2024
